Gene,n_en_student_p_value,en_c_student_p_value,n_en_permutation_p_value,en_c_permutation_p_value
TTC9C,0.44253279348403485,0.4226771210008672,0.4417,0.424
ZBTB3,0.6557993889459082,0.2394383311301785,0.6617,0.2341
POLR2G,0.42066334453008747,0.21675547404179138,0.4183,0.2098
TAF6L,0.1578140536912903,0.17756883043614813,0.1629,0.1894
TMEM179B,0.8088889626338276,0.7739475620978682,0.8074,0.7823
TMEM223,0.5535498213856016,0.1503168602736165,0.5501,0.1423
NXF1,0.7688052483160719,0.2585925443403831,0.7626,0.2541
STX5,0.49831665017482407,0.6267153047269922,0.5026,0.6358
WDR74,0.8670176682856007,0.1248764160045723,0.871,0.1289
SNHG1,0.9023357728504459,0.3488378151613998,0.9016,0.3496
SNORD22,0.6773703815151507,0.7417192026779857,0.6906,0.7417
SNORD29,0.6172720046772985,0.4331086894551075,0.6209,0.4784
SNORD28,0.482496895285918,0.4394324418206109,0.4838,0.447
SNORD27,0.18197720453941812,0.7507825644270212,0.184,0.7427
SNORD26,0.35573861697645803,0.7759765921836506,0.3619,0.7795
SNORD25,0.6070256162490884,0.6583735468838127,0.6049,0.6744
SLC3A2,0.20307651312094735,0.10856728191989873,0.1963,0.1066
CHRM1,0.0008254254048193716,0.004107748456418301,0.0006,0.0048
HRASLS5,0.2017434465692243,0.31208250244904956,0.2043,0.2993
LGALS12,0.2497646717748631,0.32717796792501386,0.2543,0.3485
RARRES3,0.9515228920956295,0.00789431845838387,0.9517,0.0038
HRASLS2,0.001749205679970866,0.9134446413681706,0.0016,0.91
PLA2G16,0.42284492357877246,0.1147732634460307,0.4285,0.1178
ATL3,0.7450364027253535,0.19135232108128525,0.7482,0.1922
RTN3,0.29460762978821614,0.025308510556664502,0.2973,0.0253
C11orf95,0.7310148185728046,0.29387768553412064,0.7236,0.2709
C11orf84,0.8795771293587531,0.2680658979777859,0.8807,0.2699
MARK2,0.17336455506988627,0.9040341646557343,0.1723,0.9077
RCOR2,0.6985087596209039,0.29061387480246775,0.7021,0.2987
NAA40,0.5807398986930473,0.19844352223189182,0.5774,0.2018
COX8A,0.5377723985047674,0.22861066559630214,0.5372,0.222
OTUB1,0.40875376044130973,0.6283144773529021,0.4049,0.6297
MACROD1,0.2568002402010067,0.09578831828343971,0.2616,0.1067
STIP1,0.9541917934258362,0.029245806982292313,0.959,0.0228
FERMT3,0.028321381076654252,0.00017403023632322326,0.0287,0.0003
TRPT1,0.714266665679453,0.6878308592271213,0.7154,0.6924
NUDT22,0.05554753254155842,0.20049853441263124,0.057,0.1999
DNAJC4,0.6997106109630842,0.20840664254255284,0.6924,0.2129
VEGFB,0.02010051790699027,0.012660628350547421,0.0221,0.0092
FKBP2,0.22531412259888745,0.8407555848094461,0.2297,0.8452
PPP1R14B,0.9352866099536873,0.522872690999725,0.9399,0.5317
PLCB3,0.26664263396553095,0.1755886724963245,0.2612,0.1816
BAD,0.23627390628259695,0.987908792726624,0.233,0.9898
GPR137,0.051571684021389376,0.4021860993782941,0.0525,0.4098
KCNK4,0.3523004573417575,0.45975438540734326,0.3546,0.4614
C11orf20,0.5069429869993343,0.9753749896866162,0.5091,0.9764
ESRRA,0.5827086004679569,0.15165740157973362,0.5769,0.1466
TRMT112,0.184478541860998,0.03536256996774936,0.1796,0.0335
PRDX5,0.6555760729643683,0.6899023748045355,0.6591,0.6906
CCDC88B,0.03134604847272282,0.06014366794111219,0.0282,0.0586
RPS6KA4,0.3641164469210535,0.14329150572788762,0.3708,0.1462
SLC22A11,0.06485366387054173,1.4888389206538176e-05,0.0658,0.0001
NRXN2,0.7119814796145942,0.0002724105317158802,0.7099,0.0008
RASGRP2,0.7752781514382017,0.41404653946736725,0.7779,0.4569
PYGM,0.15844656709426636,0.11313190284359469,0.1603,0.1202
SF1,0.6072673806310418,0.06768942772864925,0.6036,0.0678
MAP4K2,0.6881949607835184,0.2037939852647166,0.6896,0.2011
MEN1,0.7646072439433544,0.7473909427966932,0.7645,0.7442
CDC42BPG,0.06568886692728788,0.9127597110757195,0.0665,0.9162
EHD1,0.05710470242275927,0.00119815838757877,0.0521,0.0013
ATG2A,0.8497069249547451,0.39701245313757494,0.8545,0.4013
PPP2R5B,0.26829921560871867,0.6900819667564642,0.2723,0.6849
BATF2,0.02850612265327836,0.0220816371149858,0.0274,0.0161
ARL2,0.8305236909598909,0.5100448200906633,0.8294,0.5065
SNX15,0.2704526763327249,0.13048821359010587,0.2731,0.131
SAC3D1,0.9095210463714984,0.0015711091249572175,0.9112,0.0021
NAALADL1,0.3056886308169223,0.06385688852191859,0.3061,0.0614
CDCA5,0.4861721542781421,0.0007331086182957936,0.4848,0.0008
ZFPL1,0.7900643695507885,0.8903546919159495,0.7904,0.8923
LOC100130348,0.5499529131353351,0.12543377365978436,0.5515,0.1204
C11orf2,0.25975954281817876,0.0031830866700358123,0.2608,0.0034
TM7SF2,0.25942073604737326,0.0632578895296631,0.2563,0.0574
ZNHIT2,0.5194771590122895,0.5070351298424517,0.5155,0.5028
FAU,0.21879065466008918,0.37878376814161163,0.2141,0.3898
MRPL49,0.8429742592604421,0.05967286828071378,0.8428,0.0553
SYVN1,0.26485853109295954,0.2577769501377638,0.2611,0.2509
CAPN1,0.05200391328401208,0.7174143503129564,0.0555,0.7199
SLC22A20,0.23563474289800854,0.4161492947816944,0.2377,0.4034
POLA2,0.5455433819231801,0.026427506840786603,0.5474,0.0243
CDC42EP2,0.027945365409782267,0.38572601072412316,0.0267,0.4022
DPF2,0.9358393025635688,0.33240537776599755,0.9342,0.3367
SLC25A45,0.7077870562549475,0.33908445798405684,0.7035,0.332
FRMD8,0.9580165632693745,0.7153951156433431,0.9629,0.7076
NEAT1,0.7894511521990222,0.8204479118568382,0.7753,0.8145
MALAT1,0.8296112183114488,0.7374658593211072,0.835,0.7444
SCYL1,0.6187658528745998,0.8465668311467548,0.6166,0.8476
LTBP3,0.12498784359522311,0.07777218181632929,0.1318,0.0792
LOC254100,0.6454906991999834,0.4489853672707962,0.6494,0.4452
SSSCA1,0.7636051986884846,0.715857332475727,0.7743,0.7145
FAM89B,0.2819402646941707,0.15389649786118517,0.2723,0.1543
EHBP1L1,0.07767843956155375,0.9359045171310653,0.0783,0.9333
KCNK7,0.2976745537616292,0.022504004355343183,0.294,0.0229
MAP3K11,0.35690805948667537,0.8042410834056257,0.3607,0.811
PCNXL3,0.8502715772371173,0.07985684145394457,0.8459,0.074
SIPA1,0.7659501538122631,0.2433070998728758,0.7631,0.2545
RELA,0.10800084447935317,0.7165267794315215,0.1027,0.7163
KAT5,0.32023671891338373,0.5979020574456384,0.3279,0.5951
RNASEH2C,0.06302064964257782,0.053713131592671874,0.0612,0.0519
DKFZp761E198,0.7096529843009676,0.010000014829003676,0.7218,0.0082
OVOL1,0.001864402708470381,0.2186237629952783,0.0021,0.2142
SNX32,0.07253579617893892,0.00188196698844083,0.0673,0.0023
CFL1,0.40014903188975415,0.06806641489719445,0.4034,0.0625
MUS81,0.5480847596390954,0.5244942237590033,0.5581,0.5331
EFEMP2,0.3160376219552036,0.8259411375134285,0.3185,0.8194
CTSW,0.22442560432315037,0.014571029999949131,0.2225,0.0115
FIBP,0.12437621591764587,0.15724612735658786,0.1253,0.1625
CCDC85B,0.45835883902661034,0.8738763152527717,0.4598,0.8766
FOSL1,0.039811558048288925,0.838360561207288,0.0298,0.8444
C11orf68,0.6063321717871231,0.7770096390748755,0.604,0.7807
DRAP1,0.9608891271986572,0.18387003301837546,0.9627,0.1874
TSGA10IP,0.9957793212445574,0.03405298974978741,0.9949,0.0329
SART1,0.9851001207696929,0.189435783581923,0.9853,0.1987
EIF1AD,0.6189295444652739,0.02371590262746565,0.6276,0.0227
BANF1,0.14910571155494218,0.012815197149152805,0.1487,0.0094
CST6,0.0031171739921969626,0.0029623316796042235,0.0031,0.0012
CATSPER1,0.017606323420939544,0.005687618908316149,0.0173,0.0052
SF3B2,0.07476846733227857,0.07121829184589008,0.0698,0.067
PACS1,0.80474368452003,0.062067842048486525,0.8091,0.0667
KLC2,0.11000776619698699,0.333408257192888,0.1123,0.337
RAB1B,0.6786634774812599,0.28520763966839763,0.6809,0.2913
CNIH2,0.3856300149838191,0.00405037084764125,0.3966,0.0017
YIF1A,0.9003345496231624,0.015535483809723884,0.9036,0.0179
TMEM151A,0.9543201861124694,0.08044832420708625,0.9568,0.018
CD248,0.027030890821662167,0.12452762455219847,0.0247,0.131
RIN1,0.4508697820174101,0.14331734297231494,0.4645,0.1481
BRMS1,0.93210298955706,0.273735885464606,0.9319,0.2851
B3GNT1,0.9328057586255282,0.08723479499459416,0.9359,0.0964
SLC29A2,0.5309859590247494,0.16629651929290049,0.5375,0.1595
NPAS4,0.9843870822274772,0.0064476562555485,0.9852,0.0035
MRPL11,0.148570412950861,0.2507957775736808,0.1501,0.2601
PELI3,0.36421078983038424,0.7154649205176338,0.3589,0.7274
DPP3,0.3948892076712385,0.006992241968451356,0.3801,0.0069
BBS1,0.8351307395935803,0.14078675252643122,0.8362,0.1401
ZDHHC24,0.00982977640152015,0.0720796835030477,0.0089,0.0731
ACTN3,0.05182949777637782,0.6089194483950496,0.049,0.6072
CTSF,0.056098244586469066,0.3899426258916838,0.0524,0.3931
CCS,0.6297119192045355,0.8291139440052867,0.6424,0.8463
RBM14,0.015232271686886872,0.24568905639147587,0.0147,0.237
RBM4,0.7510106287209194,0.46524606064944984,0.7613,0.4741
RBM4B,0.6283830632426104,0.21676630790806775,0.6289,0.2174
SPTBN2,0.26372860787200203,0.21599654161333126,0.2552,0.2115
C11orf80,0.5733056311808674,0.9591958964382555,0.5783,0.9606
RCE1,0.014131571727140958,0.008599119835510188,0.0148,0.0053
PC,0.41325328985136256,0.019867398458232564,0.4114,0.016
LRFN4,0.6845401694366428,0.04472703935341185,0.6833,0.0106
SYT12,0.007946418458890348,0.028164998270084722,0.0059,0.0285
RHOD,0.1869753738834247,0.22769466863257615,0.1902,0.2279
KDM2A,0.7967202469180186,0.4770411789497616,0.8065,0.471
ADRBK1,0.923880644676185,0.030909578270763863,0.9196,0.0241
ANKRD13D,0.0771241771363553,0.3114036269526776,0.0773,0.3178
SSH3,0.9778349076497248,0.25278196987864376,0.9784,0.2512
POLD4,0.16657674599581732,0.013635022143864129,0.1637,0.0057
CLCF1,0.8222766839914464,0.46082108617027473,0.8281,0.4563
RAD9A,0.3037384770378213,0.7540911778341783,0.3095,0.7591
PPP1CA,0.165357990558379,0.04351114983157302,0.1604,0.0155
TBC1D10C,0.27495381822803233,0.013354691449386093,0.2723,0.0044
CARNS1,0.7400487082186398,0.8126067408115458,0.7491,0.8136
RPS6KB2,0.19434403376722134,0.45344599398760344,0.203,0.4689
PTPRCAP,0.3271800498402746,0.01246511873828285,0.3326,0.0085
CORO1B,0.0707428721806113,0.3670194247545455,0.0759,0.3927
CABP4,0.0012220096332442333,0.05162892400269498,0.0012,0.0523
TMEM134,0.37102687066820816,0.18970964238952995,0.3796,0.1846
AIP,0.7963254278571308,0.9098380002748048,0.7937,0.9137
PITPNM1,0.3681243559980458,0.13590724065512813,0.3635,0.1281
CDK2AP2,0.6893101765828136,0.05120211283047532,0.6878,0.0393
GSTP1,0.2748943387444231,0.19707499038832513,0.2753,0.1922
NDUFV1,0.7584885116807281,0.6955382522518894,0.7643,0.7015
NUDT8,0.15182208603866568,0.6368263290761248,0.161,0.7329
TBX10,0.43297081371203916,0.31572241867220596,0.4659,0.3593
ACY3,0.023055380086824544,0.41633068939277207,0.0225,0.4221
ALDH3B2,3.5695724821953186e-05,0.4617235468102505,0.0002,0.4746
UNC93B1,0.27054428479366316,0.01629920689557931,0.2652,0.0152
ALDH3B1,0.44969314601947097,0.004735675085119604,0.4479,0.0044
NDUFS8,0.15279754558467953,0.07702545627105999,0.1465,0.0669
TCIRG1,0.7893883209511603,0.0011965303499704416,0.7896,0.0009
CHKA,0.011857320190282118,0.4249626500531132,0.0062,0.4201
SUV420H1,0.972044820575984,0.3276570643192437,0.9743,0.3286
C11orf24,0.5721808625346516,0.029123388133865002,0.5812,0.0307
LRP5,0.09774127484672473,0.43074355949185017,0.0948,0.4302
PPP6R3,0.9569465827448197,0.5989368097338665,0.9578,0.5914
GAL,0.4629630277903084,0.6335677942363398,0.4682,0.6472
MTL5,0.0018274723540482847,0.7149592975325063,0.0011,0.7152
CPT1A,0.9705923441646095,0.5947466678258423,0.9706,0.5884
MRPL21,0.4476043720417139,0.5272629961280917,0.4517,0.5457
IGHMBP2,0.7349957445510464,0.5961828148152367,0.7434,0.6034
MRGPRF,0.6497293667479581,0.2660500154416076,0.6548,0.2737
TPCN2,0.9394442853590372,0.21215658731033987,0.9417,0.2161
MYEOV,0.0013610454223270101,0.06198480204054104,0.0014,0.062
CCND1,0.8219276602548792,0.0032851821872756574,0.8237,0.0017
ORAOV1,0.39482957679733355,0.055024616924536855,0.4014,0.0528
ANO1,0.5439274020319049,1.7300110181794692e-06,0.5411,0.0001
FADD,0.5501315042115629,0.3793760650181094,0.5547,0.3745
PPFIA1,0.4666851994007053,0.8921260812881862,0.47,0.8939
CTTN,0.12487471702229397,0.006340256342223748,0.1261,0.0061
SHANK2,0.39086919350651506,0.028012121754846592,0.4001,0.0265
DHCR7,0.8572804504955547,0.16122969934569492,0.8585,0.1643
NADSYN1,0.012847519933442523,0.33047160209660054,0.0136,0.3351
KRTAP5-10,0.9836849424949651,0.8745222471314897,0.9852,0.8721
RNF121,0.5180984079079894,0.10194882290896706,0.5181,0.1037
IL18BP,0.7880139687096405,0.0487238916684526,0.7897,0.0451
NUMA1,0.6259697190085418,0.35587657448361376,0.6295,0.3832
LRTOMT,0.7374446918047135,0.39318737085848143,0.7395,0.3792
LAMTOR1,0.20631878842120963,0.03016434553067524,0.2026,0.026
C11orf51,0.894235658020463,0.3054869689413726,0.8948,0.311
FOLR1,0.0019872693376342225,0.00106250106207781,0.0014,0.0016
FOLR2,0.03794454484356722,0.055763401383396104,0.0372,0.0514
INPPL1,0.04040134847953719,0.7371918460500346,0.0408,0.7398
PHOX2A,0.9525157907507193,0.10281333862153799,0.95,0.0968
CLPB,0.1523941186616707,0.07566116234977505,0.1596,0.0785
PDE2A,0.08541858690352479,0.04152531615076259,0.0837,0.0425
ARAP1,0.813169901355216,0.5432179302367139,0.8151,0.5555
STARD10,0.0029038721428893176,0.9923870796710752,0.0017,0.9938
ATG16L2,0.2763406724793133,0.7976066095832155,0.2789,0.8032
FCHSD2,0.373193395611473,0.08053731478632778,0.36,0.0811
P2RY2,0.03420866862649785,0.1921603775349122,0.0364,0.1848
P2RY6,0.1414828227906458,0.00021389985811771204,0.1425,0.0002
ARHGEF17,0.5218067833514906,0.5968723953523595,0.5193,0.5932
RELT,0.6796411979866618,2.4816652406403926e-05,0.6806,0.0001
FAM168A,0.9200825085312155,0.09189532798837795,0.9181,0.088
PLEKHB1,0.010687397670825419,0.23072602768407185,0.0097,0.2337
RAB6A,0.0034183705298623866,0.08318505333464775,0.0035,0.0827
MRPL48,0.8216179503229162,0.7802590236458913,0.8219,0.7759
CHCHD8,0.1785894561001074,0.08714203065969088,0.1848,0.0949
PAAF1,0.6537990373016311,0.3692637992164105,0.654,0.3571
DNAJB13,0.15045721250165428,0.7359020737464532,0.1597,0.7373
UCP2,0.008610036215285404,0.023589161149508854,0.0095,0.0211
UCP3,0.7994019415228077,0.2403618289603929,0.7983,0.2449
C2CD3,0.7889848707774686,0.9496132624244259,0.8006,0.955
PPME1,0.8191762326714557,0.22618212583300212,0.8201,0.2263
P4HA3,0.6902181866482583,0.0006095120115652843,0.6939,0.0004
PGM2L1,0.0003564363925222899,0.6716320866184664,0.0007,0.6972
KCNE3,0.7059056085750652,0.8302660826783553,0.7059,0.8319
LIPT2,0.8157658608193358,0.04237105303791913,0.8117,0.0446
POLD3,0.664432475182333,0.7123456213855399,0.671,0.7052
CHRDL2,0.3312657655532488,0.04012660219305299,0.3296,0.0085
RNF169,0.21392100642960588,0.8232354776746166,0.2155,0.8253
XRRA1,0.831287653880824,0.18210066089914873,0.8281,0.1861
SPCS2,0.7780734698086362,0.5768849296992796,0.7816,0.5783
SLCO2B1,0.16898782329649487,0.0073681977573389484,0.1781,0.0041
LOC441617,0.41960668084010344,0.00776008079621608,0.4337,0.0071
ARRB1,0.9627280074846636,0.028100572576692177,0.9631,0.0318
RPS3,0.8965152186646387,0.051071208876089416,0.8983,0.0536
SNORD15A,0.7185591678057955,0.7373629683849363,0.7324,0.7543
SNORD15B,0.7716503896476705,0.4175975904966648,0.7797,0.4268
KLHL35,0.1447298088846352,0.4659237742149913,0.1472,0.4653
GDPD5,0.03264061310562639,0.2714759426825997,0.027,0.274
SERPINH1,0.3034549195354733,0.006149360903869202,0.2999,0.0034
MAP6,0.21063357020218015,0.8973841925786594,0.2127,0.8944
DGAT2,0.25395509493349383,0.26186911046633266,0.26,0.2752
UVRAG,0.5076865708399487,0.5667740661844229,0.5012,0.5636
WNT11,0.6897292248406401,0.9863880163109128,0.7117,0.988
C11orf30,0.29722280551379154,0.5399424662014046,0.2997,0.5434
LRRC32,0.7161041611282428,0.0003687676042125773,0.7142,0.0004
TSKU,0.7878456509428763,0.2949465865277406,0.7858,0.3098
ACER3,0.6945219603824259,0.7643083401762057,0.6967,0.7693
CAPN5,0.5427827716391842,0.002231986463646395,0.5339,0.0028
MYO7A,0.16256022991044142,0.9376088782672515,0.1622,0.9319
PAK1,0.9719510878951483,0.38914446245954715,0.972,0.3864
AQP11,0.12754166165385528,0.2637358900018911,0.1336,0.2731
CLNS1A,0.5227923500115581,0.9341387065665344,0.534,0.9328
RSF1,0.9694945133199661,0.23183270078320126,0.9715,0.2283
C11orf67,0.7678257736774251,0.9380515805932492,0.7698,0.9382
INTS4,0.9859292957876856,0.8620578473682838,0.9869,0.8632
KCTD14,0.3027270551901045,0.0012474083200416611,0.2994,0.0009
THRSP,0.771352139615374,0.14151015077918042,0.7706,0.1413
NDUFC2,0.3736852792349631,0.5465333473338438,0.366,0.553
ALG8,0.6233601468309662,0.8412264834596261,0.6139,0.8314
KCTD21,0.684823039710702,0.4892280646344066,0.6895,0.4915
USP35,0.04075126499560415,0.30423520406540144,0.0347,0.2964
GAB2,0.022524367108501028,0.8767328079160001,0.0219,0.8787
NARS2,0.24744110731813937,0.23392813391252015,0.2472,0.2339
ODZ4,0.7763435715707767,0.8532594154379959,0.7846,0.8803
FAM181B,0.007050211514744087,0.3255019604512518,0.0062,0.3338
PRCP,0.3063078413375327,0.7324834182411397,0.3034,0.7288
C11orf82,0.9826281425431415,0.742531672797323,0.9826,0.7546
RAB30,0.6755731836817618,0.2666327461465727,0.6832,0.2751
LOC100506233,0.23184287657155622,0.1715459177793592,0.2392,0.178
PCF11,0.831149646678283,0.07795308680947238,0.8321,0.0759
ANKRD42,0.6688094742119173,0.39359499497549943,0.6807,0.4025
CCDC90B,0.2458354512622727,0.4167951212723311,0.238,0.4107
DLG2,0.6833052920022739,0.023109144034165724,0.6759,0.0235
TMEM126B,0.9769667788702799,0.3450721835811301,0.9788,0.3402
TMEM126A,0.14959128155159107,0.04836532143381618,0.1475,0.0453
CREBZF,0.6805573191245111,0.05765957328595459,0.6794,0.0597
CCDC89,0.22375487500981797,0.8592657070624916,0.2238,0.8805
SYTL2,0.0007042796454593338,0.015881939715782264,0.0005,0.0158
PICALM,0.817802183600196,0.348766167022048,0.8148,0.3438
EED,0.5170318905144354,0.34920071211063386,0.51,0.3519
C11orf73,0.07659588948081554,0.42598330705609166,0.0738,0.4276
CCDC81,0.4359982366470646,0.8931626446257402,0.4369,0.9027
ME3,0.5148647427292661,0.01456544942856538,0.5273,0.0138
PRSS23,0.6936713167574053,0.3278742648481716,0.7244,0.3367
FZD4,0.6996675192249825,0.08476136103880424,0.6986,0.0865
TMEM135,0.2262820991136752,0.09970859377275205,0.2274,0.1017
RAB38,0.9571956234628026,0.7341552633702427,0.9579,0.7327
CTSC,0.6387051428538881,0.08582746210321977,0.6501,0.0865
NAALAD2,0.9082137730416378,0.002316927888569685,0.9096,0.0016
CHORDC1,0.8387569582869003,0.06637154605232094,0.8363,0.0698
FAT3,0.20006813726609268,0.20775501834095111,0.2154,0.2256
SLC36A4,0.18904309848275372,0.20555868468398317,0.1928,0.2149
C11orf75,0.34310507214442576,0.6174209640975399,0.3419,0.616
KIAA1731,0.6523221934636771,0.07249929726819815,0.6543,0.0733
SCARNA9,0.52356958326003,0.08657948927314586,0.5357,0.0927
SNORA8,0.7582782727165819,0.10538222288847282,0.7683,0.1122
SNORD5,0.10909187209226141,0.02995634249789782,0.1141,0.0329
SNORA40,0.5798880267168669,0.549784868597037,0.5996,0.563
TAF1D,0.5953439642098568,0.46816689492413344,0.5906,0.4685
C11orf54,0.06010552356900255,0.0006664260896908696,0.0633,0.0011
MED17,0.8039566317914243,0.40667917753947924,0.8023,0.4025
PANX1,0.5195569765782089,0.6142214054150933,0.5175,0.6156
MRE11A,0.4221366850706715,0.8455562076562371,0.4253,0.8462
ANKRD49,0.051584767512571475,0.15670174929988565,0.0579,0.1498
FUT4,0.19112172196565855,0.7805453343121003,0.1946,0.7829
PIWIL4,0.12596494075671633,0.22781733419212905,0.1204,0.2173
AMOTL1,0.6618943891540073,0.01177575990768018,0.6615,0.0111
CWC15,0.40090816667926543,0.2568726975399905,0.4045,0.2595
KDM4D,0.21605454862244122,0.12191247969815351,0.2123,0.1132
SRSF8,0.703747462359076,0.15649478476524267,0.703,0.1538
ENDOD1,0.2005541125206042,0.745246984347341,0.2028,0.7415
SESN3,0.41401318388767816,0.1169288289717402,0.4217,0.1162
FAM76B,0.4870428151812253,0.022249305156374716,0.4854,0.0245
CEP57,0.7111961249531253,0.08139443180589934,0.7108,0.079
MTMR2,0.9791790264582655,0.2531770526748795,0.9801,0.2608
MAML2,0.7304773330243624,0.019453339821114236,0.7368,0.0188
CCDC82,0.44063737305438566,0.08753407787764467,0.4435,0.0866
JRKL,0.4620767993862007,0.1614457342536062,0.4675,0.161
ARHGAP42,0.970977297285441,0.1578448027932279,0.9708,0.1637
TMEM133,0.8003047491058501,0.08560163755098199,0.8047,0.0917
PGR,0.03402036485072675,0.01349388062109151,0.032,0.0121
TRPC6,0.3847433328090286,0.012127707599687735,0.3851,0.012
ANGPTL5,0.8901328370434424,0.6096584712994286,0.8963,0.6221
KIAA1377,0.1438029847521674,0.00705020807378365,0.1489,0.0084
C11orf70,0.5411044792312392,0.9420746826025214,0.5398,0.9388
YAP1,0.5927616444691489,0.03391320326794645,0.5996,0.0323
BIRC3,0.31323938860232764,0.2226463966605235,0.3126,0.2084
BIRC2,0.7097017245921436,0.9061716686053327,0.7081,0.9031
TMEM123,0.8184583166134758,0.8757034311868096,0.8168,0.8739
MMP7,0.019706085400945428,0.9154538000850553,0.019,0.9176
MMP10,0.0337965222386036,0.3903386069614534,0.0307,0.4245
MMP1,0.2697855084183506,0.16725624586602594,0.2943,0.1573
MMP3,0.6545456190879234,0.35968117792904286,0.669,0.3791
MMP12,0.5820996674826588,0.10708504908321864,0.5823,0.0942
MMP13,0.12839610120327585,0.15225532309055967,0.1306,0.1454
DCUN1D5,0.7479234579812768,0.9289797707162337,0.7548,0.9305
DYNC2H1,0.36260515756287326,0.10453024219424836,0.3741,0.106
PDGFD,0.27300811752567783,4.5267539652694785e-07,0.2701,0.0001
LOC643733,0.641333736872681,0.5237482437663399,0.6432,0.5201
CASP4,0.9449279374968154,0.2331993795414892,0.9444,0.2338
CASP1,0.6891278270329583,0.3147285172247639,0.6966,0.3047
CARD16,0.059425551309932045,0.25522206773699463,0.0589,0.2481
GRIA4,0.24756701714958415,4.185382592971469e-05,0.2497,0.0001
KIAA1826,0.333551058772792,0.4245688122962453,0.337,0.4243
KBTBD3,0.6600305744503809,0.11291927373587513,0.6644,0.1198
AASDHPPT,0.3819963853466195,0.22319706717786858,0.3827,0.2146
CWF19L2,0.03816202363060779,0.7775333816702047,0.035,0.7818
ALKBH8,0.23820002025747258,0.9126072335017974,0.2375,0.9151
SLN,0.8824015093793558,0.4441551845086563,0.8979,0.4519
SLC35F2,0.7009108793497194,0.4161359053720357,0.6984,0.4105
CUL5,0.9267611460798993,0.3069674286539941,0.9286,0.305
ACAT1,0.3659893475639371,0.4402490058504356,0.3663,0.4343
NPAT,0.9091263403523434,0.7362736396639882,0.9128,0.7406
ATM,0.9787837435621499,0.3436134352917265,0.9776,0.3389
KDELC2,0.3639751431684062,0.39192064499966617,0.3667,0.3957
EXPH5,0.8558190929300129,0.22734205793738826,0.8575,0.2211
DDX10,0.233884974054431,0.7330572348578233,0.2292,0.7327
ZC3H12C,0.8805702069083079,0.1544490796955338,0.881,0.156
RDX,0.16906972743613832,0.5288892877900891,0.1701,0.5274
FDX1,0.8706262070754274,0.9675685070075419,0.87,0.9682
ARHGAP20,0.9499837754531991,0.0012329130925668966,0.9551,0.0005
C11orf92,0.8071771573636863,4.583733593730658e-05,0.808,0.0001
C11orf93,0.39054282202469637,0.10644047986517208,0.4696,0.0961
POU2AF1,0.0736238906365297,0.45094539633814945,0.0738,0.4429
LAYN,0.9487506820299009,0.044044948884458944,0.952,0.0491
SIK2,0.0841279213948051,0.23995685716955673,0.0772,0.2441
PPP2R1B,0.8110711418139565,0.17749889515247336,0.8122,0.1834
ALG9,0.6146768548081996,0.021581798830146708,0.6236,0.0232
FDXACB1,0.0022552360356326755,0.005110458543049791,0.0031,0.0037
C11orf1,0.5734698278681302,0.27376121781473634,0.5813,0.281
CRYAB,0.002443714432185051,1.6666441469100814e-07,0.0025,0.0001
HSPB2,0.2331030768458757,0.01331604077604823,0.2367,0.0132
C11orf52,0.28644459333708283,0.3607431936265909,0.2859,0.3613
DIXDC1,0.463049369753335,0.0009917810218215905,0.4615,0.0011
DLAT,0.541099157400343,0.589325039295011,0.5319,0.5878
PIH1D2,0.9065591203024926,0.8319978994613217,0.9055,0.8316
C11orf57,0.5022794759025506,0.9688614977699024,0.5008,0.9696
TIMM8B,0.5449080778873041,0.3734404000510826,0.535,0.3638
SDHD,0.9814969798655532,0.3400345578543458,0.9823,0.3332
IL18,0.3336898888491665,0.0009086855069445942,0.3445,0.0007
BCO2,0.39535351532793217,0.07811619980987208,0.3949,0.08
PTS,0.4451056716568391,0.7989424124587068,0.4468,0.7941
NCAM1,0.7044571768075829,0.8949277002703473,0.7134,0.8978
TTC12,0.33091862535754857,0.26050903034349737,0.3232,0.2557
ANKK1,0.7716483119307399,0.10500617342258832,0.7756,0.11
DRD2,0.8562963715282595,0.0013936725742072049,0.8519,0.0006
TMPRSS5,0.4679198259702242,0.08215846943633864,0.469,0.082
ZW10,0.5416958861753705,0.33425253422878776,0.5398,0.3496
USP28,0.07384470655804214,0.0466246113562238,0.074,0.05
ZBTB16,0.8958010006870354,0.006734506815008727,0.8938,0.0042
NNMT,0.5021479333009679,0.09057266609556526,0.5059,0.0831
C11orf71,0.9434716713774266,0.20505237774326562,0.9415,0.2031
RBM7,0.4096941941803117,0.3761713512139365,0.4064,0.3595
REXO2,0.39578003256510064,0.5872754640461031,0.4028,0.5977
CADM1,0.6237469879798392,0.0965449090328447,0.6348,0.089
LOC283143,0.016883446548984105,0.29586994395415556,0.0168,0.2928
BUD13,0.07137852586795049,0.6818132606291468,0.074,0.6702
ZNF259,0.10677692889131528,0.04014698462737844,0.1062,0.0434
APOA4,0.2976766291815166,0.885134708565114,0.2693,0.8007
APOC3,0.347510229045527,0.7988559194895549,0.4002,0.8908
APOA1,0.3692253981239392,0.7624641226009342,0.4706,0.7677
SIK3,0.6137387379381511,0.08434522405279157,0.6064,0.0744
PAFAH1B2,0.5238525181883857,0.1787537474495725,0.5197,0.1762
SIDT2,0.5438606708079997,0.16388425729633774,0.5363,0.164
