Gene,n_en_student_p_value,en_c_student_p_value,n_en_permutation_p_value,en_c_permutation_p_value
SNORD35A,0.4236331347443629,0.7113150018737524,0.443,0.7243
RPS11,0.44991456661019724,0.28210029801581543,0.4409,0.2897
SNORD35B,0.47527983083884207,0.9567606001450352,0.4691,0.9576
FCGRT,0.43895332153531463,0.4343317624998225,0.4384,0.4395
RCN3,0.8701171672877643,0.6217974585919201,0.8734,0.622
NOSIP,0.5769464567686629,0.906851137661732,0.5789,0.9088
PRRG2,0.028063360337246355,0.3881120421388292,0.0282,0.3719
PRR12,0.7547456113554175,0.8585179428914668,0.7592,0.8614
RRAS,0.6533391260899989,0.28242714841214384,0.6461,0.2922
SCAF1,0.5408168445647449,0.8990581208865671,0.5476,0.9036
IRF3,0.01981800296560614,0.571226498306665,0.0202,0.5805
BCL2L12,0.28277856289271475,0.041393806745850074,0.2816,0.0422
PRMT1,0.17638483652953166,0.4676490567199528,0.1686,0.4554
C19orf76,0.6184641897281448,0.7145230491830735,0.6155,0.7091
CPT1C,0.9225330149605134,0.29067884692486057,0.9244,0.2941
TSKS,0.7609666946220056,0.06998343790305565,0.7524,0.0739
AP2A1,0.36995272148491665,0.21526671310260329,0.3706,0.2223
FUZ,0.12188485380097744,0.1135606479382324,0.121,0.1142
MED25,0.04827103473065502,0.45187471162560144,0.0512,0.4559
LOC100506033,0.83528474872712,0.7651611061116561,0.8433,0.7785
PTOV1,0.23084698163604989,0.2559995211453391,0.2337,0.2642
PNKP,0.10740969945314927,0.17404419524937634,0.1074,0.1687
AKT1S1,0.8678145206501181,0.13267310403926955,0.8691,0.1293
TBC1D17,0.09748394925153481,0.0016883238271296606,0.0971,0.0019
IL4I1,0.7267415301016201,3.2593049596242834e-05,0.7305,0.0001
NUP62,0.8822223695267691,0.23610853569525123,0.8827,0.232
ATF5,0.412145396571997,0.005864221685181965,0.4178,0.0048
SIGLEC11,0.7865550283640713,0.1398089871070901,0.7884,0.1456
SIGLEC16,0.3469312230932048,0.5479833318287545,0.3474,0.5663
VRK3,0.5893217906680618,0.8446635048451299,0.5941,0.8443
ZNF473,0.09919023920193969,0.8422638977796502,0.0956,0.8454
MYH14,0.8587348107282752,0.2218577292244968,0.8604,0.2149
KCNC3,0.017263172363201393,0.3524451437243935,0.0192,0.3545
NAPSB,0.8051670901724007,0.0025181647162001914,0.8078,0.0014
NAPSA,0.0028833356846494655,0.0028929497546155212,0.0024,0.0025
NR1H2,0.7980818609943312,0.443985213625564,0.8092,0.4472
POLD1,0.8663682902056737,0.19303474599834575,0.8716,0.1928
SPIB,0.8402291341206437,0.007516865042909641,0.8437,0.0043
MYBPC2,0.28945066000278624,0.5680805815927816,0.283,0.5631
FAM71E1,0.8880995191161324,0.9344270277740573,0.8873,0.9292
C19orf63,0.09732767514967756,0.4460747300289556,0.0997,0.4462
JOSD2,0.10098787817283822,0.18446847107150183,0.0934,0.1848
LRRC4B,0.9576165694720826,0.0007573989573140547,0.9581,0.0008
LOC342918,0.02683239228747898,0.9755198965317025,0.0279,0.9749
SHANK1,0.045445364123356494,0.1252293772091406,0.0288,0.1212
CLEC11A,0.6166626162941736,0.39708821110476455,0.6204,0.3977
ACPT,0.10835729808457906,0.002667379922330695,0.1033,0.0021
C19orf48,0.37246127670578744,0.6540071785220873,0.3709,0.6577
SNORD88A,0.4487364869984213,0.8322820971926128,0.449,0.8377
SNORD88C,0.38510040160654724,0.9375418640870561,0.379,0.9392
MGC45922,0.58448623227484,0.8748153867570365,0.5933,0.8773
KLK1,0.8754250325214731,0.001342940355659611,0.8773,0.001
KLK3,0.6949154814577152,0.006893441277335077,0.6977,0.0027
KLK2,0.26457380636449396,0.006875073529202066,0.2661,0.0033
KLKP1,0.5569972134050585,0.0002034203894239586,0.5563,0.0001
KLK4,0.7998608117802041,0.00015367991656896611,0.7964,0.0001
KLK5,0.7382476445621413,0.0319261789568987,0.7368,0.0244
KLK6,0.3622760461500366,0.01568916898513776,0.3568,0.0144
KLK7,0.8766924894008374,0.09472284019809854,0.877,0.0861
KLK8,0.25578605469459026,0.00021099341844744746,0.2529,0.0002
KLK10,0.003515623283603525,0.02120345341690148,0.0017,0.0182
KLK11,0.21575738596816443,0.0667831663565936,0.2208,0.0687
KLK12,0.4139135655326347,0.7636418138210468,0.5589,0.8481
KLK13,0.008411944008444461,0.06671716470208404,0.0048,0.0605
CTU1,0.6517544666067896,0.3235111227352129,0.6596,0.3313
SIGLEC9,0.7445456812669417,0.015321039690710083,0.7413,0.0129
SIGLEC7,0.7023755055197392,0.0009477880546242211,0.6979,0.0009
SIGLECP3,0.8658457194577864,0.048141636842496546,0.8684,0.0482
CD33,0.8248328958011121,0.4738031719543758,0.8282,0.4888
VSIG10L,0.7824582265249908,0.012120512423557037,0.7807,0.0101
ETFB,0.4190945020228407,0.3718850926292261,0.4164,0.3664
CLDND2,0.11234082522086618,0.0010450028582980133,0.1079,0.0013
NKG7,0.1373030017037176,0.006567881552743546,0.1432,0.004
SIGLEC8,0.8362051979721777,0.6157547803563401,0.8477,0.6172
ZNF175,0.15650493889040337,0.34900978448148023,0.1602,0.3617
FLJ30403,0.07953439279747657,0.7920860048223118,0.0795,0.7851
SIGLEC14,0.5803169288377455,0.8318317213925126,0.585,0.8302
MIR99B,0.43755183436081835,0.6976997740461878,0.4445,0.707
NCRNA00085,0.4913880432142812,0.11600147313416873,0.493,0.1174
HAS1,0.2851516078867234,0.1267985355970226,0.2823,0.1192
FPR1,0.11642511329266529,0.005575829486643114,0.1177,0.0047
FPR3,0.8484662298049838,0.08308693282238404,0.8781,0.0797
ZNF577,0.11475971507621488,0.04026446763818064,0.108,0.039
ZNF649,0.5612487923211044,0.2222845241800113,0.5795,0.223
ZNF613,0.11456017795693946,0.4384573541984763,0.1132,0.4402
ZNF350,0.6933457811808557,0.6489182728826888,0.6983,0.6539
ZNF615,0.3744343960510452,0.050945337280630616,0.3642,0.0522
ZNF614,0.7235171724648144,0.26615207392807216,0.7247,0.2769
ZNF841,0.173642261046708,0.7808075422464218,0.174,0.783
ZNF616,0.23897786067175678,0.8261409792665821,0.2291,0.8282
PPP2R1A,0.5680780234860332,0.06444356963771442,0.5705,0.0643
ZNF766,0.8250305318429338,0.9378561468290468,0.8252,0.9395
ZNF480,0.7222980468220078,0.057170574251777156,0.7208,0.0523
ZNF610,0.5282021945724833,0.9218347234494457,0.5405,0.9232
ZNF880,0.7756063696372583,0.9307809016419004,0.7996,0.9265
ZNF528,0.0019720681047589394,0.052506479455633664,0.0015,0.048
ZNF808,0.5576113129631894,0.9785314907564917,0.5554,0.9802
ZNF701,0.34428878214382586,0.8744048148942,0.3431,0.8772
ZNF137P,0.03612777634125821,0.011643549737695338,0.0381,0.0116
ZNF83,0.398850106435251,0.04472010662254293,0.3975,0.045
ZNF611,0.06965463396835958,0.621522807084701,0.0676,0.619
ZNF600,0.46106114514797814,0.26321107579629,0.4586,0.2665
ZNF28,0.16986474978783095,0.8523329852830059,0.1752,0.8616
ZNF468,0.3497897889358135,0.41133837759250647,0.3539,0.4218
ZNF320,0.20934265504635566,0.2721055305636775,0.2041,0.281
ZNF321P,0.04201757647625636,0.23831148349232417,0.0417,0.2401
ZNF816,0.11174745492945329,0.5979398417170652,0.1162,0.6015
ZNF702P,0.04500424677827657,0.4401870768337671,0.0454,0.4266
ZNF160,0.7915940132088017,0.18204287033564273,0.7938,0.1859
ZNF415,0.12595463934295378,0.013104327757602374,0.131,0.0138
ZNF347,0.10850528329351232,0.07861928291138863,0.1127,0.0816
ZNF677,0.6634614287541998,0.06529737009829557,0.7363,0.0489
ZNF845,0.7106526065026104,0.4981331784328219,0.7118,0.4975
ZNF525,0.581412262496118,0.5583782922584972,0.5862,0.5628
LOC147804,0.6776502873340897,0.10321204254690781,0.6834,0.1032
ZNF331,0.03545077258999197,0.8274735119126363,0.0351,0.8284
NLRP12,0.25449687547751604,0.8392217028336313,0.2686,0.8562
MYADM,0.20998215261528622,0.9273318694940693,0.2001,0.9294
PRKCG,0.9086298464852732,0.39738759788269973,0.9047,0.3995
CACNG8,2.015471871065089e-06,0.9006494981252745,0.0001,0.9665
CACNG6,0.011657918346390992,0.6685081837523295,0.002,0.6954
OSCAR,0.9082510867607905,0.007765346891266801,0.9124,0.0045
NDUFA3,0.5495990606549526,0.34553960919586746,0.5571,0.3414
TFPT,0.11823346437841088,0.18747563767280914,0.1172,0.1927
PRPF31,0.8596949105891258,0.8699598754353064,0.8566,0.8707
CNOT3,0.4281609755649163,0.7733884515785664,0.4368,0.7752
LENG1,0.8671162482096267,0.808101422803894,0.8666,0.807
TMC4,0.38499753777955203,0.83949890347162,0.3881,0.8431
MBOAT7,0.00934375317584387,0.1553181725176498,0.011,0.1524
TSEN34,0.6476229755223257,0.47649090773989333,0.6545,0.4795
RPS9,0.3584403090856565,0.17851973908281488,0.3578,0.1772
LILRB3,0.3374508619796549,0.021552565353045793,0.3393,0.0241
LILRA6,0.7154614544272813,0.2892728845547462,0.716,0.2936
LILRB5,0.09368876648032165,0.906809196761144,0.0896,0.9024
LILRB2,0.18873907935108408,0.0118649265239674,0.1861,0.012
LILRA5,0.6562938036579347,0.5722114431155165,0.6654,0.5809
LILRA4,0.9645616962748423,0.006107940596438194,0.9652,0.0047
LAIR1,0.5364061528317263,0.0014330307475483748,0.5391,0.0011
TTYH1,0.004911298371601341,1.110579656031625e-05,0.0041,0.0001
LENG8,0.6438077798083639,0.22208901841569806,0.6433,0.2117
LENG9,0.7017245525084794,0.31961890896517914,0.7103,0.3165
CDC42EP5,0.24927863455234725,0.0005079680603946993,0.2558,0.0007
LILRA2,0.08906379174967237,0.13297864385565467,0.0882,0.1348
LILRB1,0.2003311047616957,0.012839064576116336,0.1983,0.0109
LILRB4,0.9191044082320223,0.00013816733177318645,0.9225,0.0001
NLRP2,0.4487790907229272,0.11403713266862314,0.4514,0.1099
RDH13,0.04624951456022848,0.5339558581038771,0.0425,0.5423
EPS8L1,0.0007808711741401693,0.3188296166845684,0.0011,0.3179
PPP1R12C,0.6979587596690355,0.1375466869316052,0.7052,0.1452
TNNT1,0.028073819513753914,0.16210005612824144,0.0275,0.1507
TNNI3,0.3484707913957794,0.6818839195756599,0.4039,0.7319
C19orf51,6.31925979208522e-05,0.14238661631184882,0.0001,0.133
SYT5,0.15346022011948998,0.6336473428183693,0.1609,0.631
PTPRH,0.26604603092392687,0.00043255709507298375,0.2688,0.0008
TMEM86B,0.16809456164493072,0.9869616933895692,0.1697,0.9872
PPP6R1,0.5698667059846948,0.003944986965273358,0.5657,0.0039
HSPBP1,0.62247312657624,0.18555970691714493,0.6216,0.185
BRSK1,0.9276296125135329,0.1631027062173556,0.9277,0.1662
SUV420H2,0.077491811937653,0.5363213641521231,0.0804,0.5405
COX6B2,0.4414014858541552,0.5199033623119296,0.4402,0.5303
IL11,0.006613092872014108,0.40936146091176484,0.0063,0.4155
TMEM190,0.02303993309229312,0.07716709425154725,0.0208,0.074
LOC388564,0.7453983936394757,0.2058872569735177,0.7379,0.2043
RPL28,0.7141390294346248,0.5636331877164779,0.7076,0.5754
ISOC2,0.34649521857488286,0.025049753353848396,0.3447,0.0208
ZNF628,0.45776612607876965,0.6002476360736908,0.4607,0.6116
NAT14,0.13693529032432625,0.05914977537813879,0.1324,0.0535
SSC5D,0.8049168907667965,0.1670454734086912,0.8026,0.1569
ZNF579,0.9961487710978972,0.7729530352481477,0.9962,0.7706
FIZ1,0.10775293067458826,0.8925315446389177,0.11,0.892
ZNF524,0.6291141993667948,0.3883683578542275,0.6378,0.3976
ZNF865,0.751985932338208,0.8721018400952723,0.7495,0.8693
ZNF784,0.5492939949211134,0.03183442560556035,0.5813,0.0306
ZNF580,0.5629643559782428,0.8859248348595782,0.5651,0.8873
ZNF581,0.6691490504537501,0.8463004787288365,0.6763,0.8531
CCDC106,0.39751890855122785,0.7605626725420886,0.3919,0.7587
U2AF2,0.6650976377793811,0.8140216236262747,0.6643,0.8162
EPN1,0.9226844345111308,0.20295623653012054,0.9244,0.2082
ZNF787,0.639122983918872,0.1937901008139046,0.6303,0.1991
ZNF444,0.04919082518865228,0.6962867799556571,0.0502,0.706
ZSCAN5A,0.13251872197320497,0.9296162382540363,0.1344,0.9303
ZNF542,0.15078897781709605,0.002918829438056819,0.1558,0.0028
ZNF582,0.7669043017054971,0.07758550173859097,0.769,0.0807
LOC386758,0.08461256007365188,0.0010989784783522086,0.0797,0.0018
ZNF583,0.49823637673978327,0.2133689990466752,0.509,0.2301
ZNF667,0.2727574794480627,0.0008042270966598617,0.2766,0.0007
ZNF471,0.2886085110985357,0.02174612932804138,0.3063,0.0176
ZFP28,0.5065484548741188,0.08814364581723828,0.5127,0.0874
ZNF470,0.24559669492574787,0.02539879919615482,0.2481,0.0276
ZNF71,0.14706874018659563,0.0044377264797907535,0.1441,0.0031
LOC147670,0.4129463501118863,0.8201405515360373,0.4161,0.8309
ZNF835,0.8769933235916306,0.11617226412527032,0.8747,0.1223
PEG3,0.37014322114687714,0.0015913450809139328,0.3717,0.0015
ZNF264,0.060876543850322595,0.03224032417875962,0.0573,0.0282
AURKC,0.3236229547662217,0.04313049648719775,0.3249,0.0444
ZNF805,0.13331952222666513,0.1748752135335731,0.1273,0.1763
ZNF460,0.32355919965514357,0.36412854360459157,0.3265,0.3777
ZNF543,0.8646670788095717,0.7080525478312575,0.8676,0.7091
ZNF304,0.6364326955800754,0.936940643863719,0.635,0.9341
ZNF547,0.4394105341941249,0.010213599811519564,0.4327,0.0097
ZNF548,0.6944727163332391,0.07572125283157187,0.6894,0.0809
ZNF17,0.5192705392095497,0.0981022937873326,0.548,0.1029
ZNF772,0.2493046774092922,0.3735450266859114,0.2595,0.3807
ZNF419,0.4701164654060579,0.9653566450228057,0.4686,0.9657
ZNF549,0.4863413447753182,0.6414482171469882,0.4839,0.6417
ZNF416,0.23645392883800326,0.6407417916717564,0.244,0.656
ZIK1,0.714101594568249,0.7202075336384619,0.7979,0.7979
ZNF134,0.8870327863641433,0.5752318186671913,0.888,0.5662
ZNF211,0.871085283638403,0.07411409057099402,0.8709,0.0766
ZNF154,0.3110765312659188,0.03549730692026055,0.3161,0.0291
ZNF671,0.0407737917975837,0.20971173931404113,0.0398,0.2078
ZNF776,0.2830065080329468,0.27797872242820004,0.2901,0.2821
ZNF586,0.927300289564696,0.8571127915381866,0.9212,0.8504
ZNF552,0.007330941057910738,0.9090010950158054,0.0065,0.9107
LOC100293516,0.6425048007378102,0.493940792602255,0.6472,0.5113
ZNF587,0.36813633943882373,0.35520039518300195,0.3725,0.3608
ZNF814,0.41562625997586955,0.7352822135139092,0.4299,0.7367
ZNF417,0.7635566160912522,0.0258922010698689,0.7648,0.0239
ZNF418,0.973399880952491,0.029139346919657604,0.9722,0.0288
ZNF256,0.0806466257128422,0.19733100663452507,0.0805,0.2066
C19orf18,0.0008486857475393366,0.038585288025707466,0.0009,0.0371
ZNF606,0.10901895799340872,0.5535352263232769,0.1119,0.5625
LOC100128398,0.40025530556776656,0.03530912882352752,0.4039,0.0372
ZSCAN1,0.026078363855954984,0.6862997318459523,0.0277,0.6741
ZNF135,0.24375942675689005,0.4207688488700265,0.2479,0.4138
ZSCAN18,0.20699692737500833,0.0392380970000649,0.2078,0.0379
ZNF329,0.31254585734786755,0.04476116641498521,0.3095,0.0425
ZNF274,0.8775429574034894,0.24337582853290224,0.8796,0.2377
ZNF544,0.46318440031070063,0.6353017183833463,0.4682,0.633
ZNF8,0.7565452573813499,0.23437231123880162,0.7512,0.2356
ZSCAN22,0.867942635792484,0.8553430685557519,0.8742,0.8506
A1BG,0.46526024443240177,0.3739323671015431,0.4753,0.3736
A1BG-AS1,0.20622034495431857,0.5213164884181665,0.2141,0.5211
ZNF497,0.4086352061678221,0.6082199787689287,0.4101,0.611
ZNF837,0.3921948888100597,0.8918469811670074,0.3971,0.8937
RPS5,0.16819305900288023,0.021249677129625357,0.1614,0.0204
ZNF584,0.43744447284335086,0.7742427971289666,0.438,0.7661
ZNF132,0.7021268744853921,0.8253519666073591,0.7137,0.8302
ZNF324B,0.8163444432394013,0.8802125055121459,0.8134,0.8793
ZNF324,0.6519274918208515,0.602595848982999,0.652,0.607
ZNF446,0.2934545604251171,0.783431274130235,0.2994,0.7783
SLC27A5,0.5378641407299013,0.3580083915724228,0.5461,0.366
ZBTB45,0.5232745939502264,0.7144771006283137,0.5256,0.7187
TRIM28,0.5348793049331663,0.864172870885508,0.54,0.8671
CHMP2A,0.41371235145537,0.34376482276258935,0.4221,0.3494
UBE2M,0.1829143480987114,0.12392924567446138,0.1856,0.1275
LOC100131691,0.21162965971503372,0.3607632941060136,0.2091,0.3623
MZF1,0.39602493415167217,0.28619477374253727,0.3979,0.2952
MGC2752,0.6795465692065785,0.16114078567405676,0.6636,0.1595
FAM110C,0.15368591141917406,0.0023561021285314738,0.162,0.0012
SH3YL1,0.10860370534066474,0.19998670702814764,0.1026,0.1963
ACP1,0.31374151674024603,0.03775256885948809,0.317,0.0327
FAM150B,0.007824786648345555,0.0007837502389359321,0.007,0.0004
TMEM18,0.1472313661731106,0.09333796503910381,0.1453,0.0955
SNTG2,0.1867400545200375,0.8304536181099308,0.1929,0.8325
TPO,0.172088609900787,0.944989923178503,0.1669,0.9501
PXDN,0.8091764683014284,0.00016166055067115803,0.8075,0.0001
TSSC1,0.9200949058598817,0.013914060098695356,0.9215,0.0138
TTC15,0.5773134620020974,0.9466290342655346,0.5747,0.9469
ADI1,0.9638368269167006,0.8822154307558396,0.9665,0.8917
RNASEH1,0.2978368775335181,0.07203457190310612,0.3019,0.0771
LOC100506054,0.18625528181165765,0.1988283813741953,0.185,0.1948
COLEC11,0.7549729090364489,0.2711342731645963,0.7597,0.2894
SOX11,0.7965927031619189,0.009167969892485927,0.8027,0.003
LOC150622,0.7405017550011338,0.3989669170357485,0.7585,0.4455
CMPK2,0.4301967577098279,0.004959127790873941,0.4228,0.0021
RSAD2,0.3984310068541035,0.0010160775156240144,0.4001,0.0003
RNF144A,0.47528590046817676,0.3352948553460683,0.4792,0.3427
ID2,0.04352200797483072,0.05840700550513259,0.0475,0.0591
KIDINS220,0.7248593889049606,0.5811104377293631,0.7284,0.5907
MBOAT2,0.028108950688116443,0.9964003500188326,0.0273,0.9971
ASAP2,0.4902576364917647,0.8908120988519159,0.4959,0.8896
ITGB1BP1,0.8316972050133129,0.9646844346621952,0.8377,0.9616
CPSF3,0.8412126458877092,0.09392001410712092,0.8449,0.0965
IAH1,0.9775010401114299,0.19724594632844303,0.9768,0.1866
ADAM17,0.8597575017981409,0.9456399316331782,0.8599,0.9512
YWHAQ,0.23320332640385857,0.22074908037671537,0.2342,0.2247
TAF1B,0.1195946495626756,0.9529675896909385,0.1273,0.958
GRHL1,0.5522063021197539,0.11594509168669036,0.5499,0.1052
KLF11,0.01578118142326123,0.976028647721446,0.0164,0.9751
CYS1,0.8848826026251814,0.5241108298530677,0.8897,0.5259
RRM2,0.9685950314970055,0.008139514874511793,0.9682,0.0002
HPCAL1,0.18635360176746546,0.017411675150989448,0.1862,0.0088
ODC1,0.0822826697384661,0.6508166744736569,0.0879,0.6446
SNORA80B,0.05233038291276938,0.006461117426122501,0.0456,0.0014
NOL10,0.03416764183175693,0.007542256509024349,0.0329,0.0008
ATP6V1C2,0.9441658275720952,0.6122595021516086,0.9433,0.7988
PDIA6,0.6763697823521841,0.8978692594887255,0.6777,0.9023
KCNF1,0.3133273495745792,0.04760927022212496,0.3147,0.0068
FLJ33534,0.5728923584576041,0.24533237613735742,0.5736,0.2502
PQLC3,0.7026063675436462,0.23145608997974007,0.707,0.2354
ROCK2,0.9665548063003534,0.27760342517377545,0.9669,0.2839
E2F6,0.4604915039210228,0.9844586414030521,0.4561,0.9853
GREB1,0.0003369101856737139,0.0070818898324234705,0.0001,0.0077
LPIN1,0.335695660337895,0.44512291011153937,0.3314,0.4443
TRIB2,0.4318675615721358,0.6005516480197394,0.4376,0.6023
FAM84A,0.948728016114339,0.6310098611149465,0.9488,0.6384
NBAS,0.6376256693768493,0.69768263462906,0.6339,0.6966
DDX1,0.6092128184350245,0.5515702515269143,0.6123,0.5515
MYCNOS,0.5622020573835794,0.21809095027905867,0.5674,0.2214
MYCN,0.31182779621468343,0.8505757566221455,0.3177,0.8497
FAM49A,0.564558663527117,0.12474084296003693,0.5678,0.1223
VSNL1,0.10253146453568567,0.9701510309288335,0.1033,0.9723
SMC6,0.17666263556971606,0.5664743857747717,0.1787,0.5617
GEN1,0.9905722404688211,0.1946336391029562,0.9914,0.1922
KCNS3,0.6722733250033708,0.06030610259599315,0.6745,0.0528
RDH14,0.34598012072773343,0.5448840673585703,0.3473,0.5458
OSR1,0.950842918980961,4.141731030861935e-08,0.9546,0.0001
FLJ12334,0.04323777045681708,0.45726282263022333,0.0211,0.5271
TTC32,0.6262224711102589,0.22807190823141474,0.6227,0.2278
WDR35,0.7404668006887817,0.14681785760503402,0.7403,0.1476
MATN3,0.012653222140756006,0.0019069901440500392,0.0115,0.0016
LAPTM4A,0.9721747831755708,0.4850488498597537,0.9734,0.4828
SDC1,0.004447504231600257,5.439166847575567e-05,0.0051,0.0001
PUM2,0.2143626721944618,0.19532674032749314,0.2205,0.1944
RHOB,0.3508759227674949,0.815093950456272,0.3603,0.8147
HS1BP3,0.9326909714211062,0.0583478508854405,0.9279,0.0584
C2orf43,0.036970745964069185,0.6979784836856127,0.038,0.7015
APOB,0.3686612871078231,0.46823505565536294,0.4612,0.7377
KLHL29,0.38270106117188196,0.0015207710742237014,0.3807,0.0007
ATAD2B,0.18788168289846943,0.029633379783565672,0.188,0.0302
UBXN2A,0.3977317597782608,0.13845998632681672,0.4063,0.1365
C2orf44,0.0383480395005662,0.2852007891172942,0.0388,0.288
FKBP1B,0.367522572513717,0.008539394663443533,0.3662,0.0088
SF3B14,0.2240633751162774,0.4518773721283974,0.2333,0.4468
TP53I3,0.0640264458630465,0.4199396037857237,0.0656,0.4235
LOC375190,0.5623703154927588,0.3101200598669852,0.5711,0.3168
ITSN2,0.8061397026231859,0.41912421254416676,0.8067,0.4234
NCOA1,0.06631247549892348,0.08284519447540903,0.0656,0.0798
PTRHD1,0.078221467920985,0.3813518111323351,0.0807,0.3757
CENPO,0.6736092163007524,0.038230165101603486,0.6753,0.0361
ADCY3,0.5224461614254776,0.05617778086676399,0.5237,0.0556
DNAJC27,0.876801007065861,0.051591488685942606,0.8726,0.0521
LOC729723,0.2414618353173522,0.5460201669438906,0.2368,0.5498
EFR3B,0.10417212706412274,0.79961404468451,0.1013,0.8041
POMC,0.16616099600636536,0.9228910682250531,0.1703,0.9287
DNMT3A,0.6600152710566836,0.16583038861308813,0.6596,0.1583
DTNB,0.09319418874143523,0.26876118833250606,0.0873,0.2708
ASXL2,0.8623373845950915,0.2920665429484286,0.8666,0.297
KIF3C,0.3892835975000528,0.5190257436166807,0.3939,0.5164
RAB10,0.013722268149113563,0.9885420290636298,0.0136,0.9896
FAM59B,0.10912493923030306,0.11164634055232374,0.1127,0.1007
HADHA,0.9068464748051495,0.8727668246329199,0.9104,0.8736
HADHB,0.7326946060298215,0.9758505559695445,0.7387,0.9784
EPT1,0.04767922827388856,0.8825270735387776,0.045,0.8842
CCDC164,0.30570739795844626,0.8987320668717153,0.2978,0.9028
OTOF,0.08622411154678589,0.00197380810353532,0.0842,0.0021
C2orf70,0.19255867846139357,0.9774038990167488,0.1826,0.9792
KCNK3,0.8242519448406362,0.021393494280653694,0.8192,0.0122
C2orf18,0.8052193020433994,0.03220487586044911,0.8028,0.0307
CENPA,0.20341059075183085,0.0001561402396800373,0.2007,0.0001
DPYSL5,0.9053557925564895,0.6705974857442263,0.9024,0.6683
MAPRE3,0.53899394734263,0.20215203431203493,0.5478,0.204
TMEM214,0.49319558414417275,0.23306403174161405,0.5015,0.2433
AGBL5,0.9359321840859758,0.25068587342424664,0.9332,0.2508
OST4,0.2612979636981271,0.04381533952069513,0.2601,0.037
EMILIN1,0.1901747824822858,0.3661203116733406,0.1958,0.3721
KHK,0.23140392310497798,0.8439146075008054,0.2506,0.8457
CGREF1,0.03704658881694237,0.024996904407199306,0.0387,0.0154
ABHD1,0.23483584024068724,0.26051871021214135,0.2363,0.2466
PREB,0.3216634962726279,0.0002146676264726089,0.3184,0.0001
SLC5A6,0.04604044877441286,0.05209700183532587,0.0462,0.0508
C2orf28,0.3335423377973753,0.7386029055837605,0.34,0.7434
CAD,0.959946203367525,0.218282423597874,0.9584,0.23
SLC30A3,0.3269395958168846,0.30575739221653697,0.3553,0.3231
TRIM54,3.061955508302514e-05,0.004406289919310639,0.0001,0.0034
UCN,0.0015159695361309572,0.555442041773381,0.0006,0.5653
MPV17,0.5201345486189267,0.7769522169718587,0.5274,0.7777
GTF3C2,0.5534809930878788,0.5603868310552244,0.5548,0.557
EIF2B4,0.5253087058084926,0.6985201788658313,0.5249,0.701
SNX17,0.5751198297138678,0.7387687020765692,0.5799,0.7403
ZNF513,0.00710795439117239,0.5835003032012254,0.006,0.5849
PPM1G,0.056075957017011284,0.0035951537271128294,0.0556,0.0024
NRBP1,0.12118269223403796,0.34275462509483445,0.1189,0.3548
KRTCAP3,0.053650923396707156,0.41782995462378547,0.0502,0.4116
IFT172,0.41359045680024076,0.2517227805608614,0.419,0.2686
FNDC4,0.5483985750929028,0.12296406559688138,0.5529,0.1228
GCKR,0.9976630933179427,0.2105213976201429,0.9973,0.2257
ZNF512,0.5602943119826653,0.23938461185283147,0.5643,0.237
GPN1,0.6849400197927691,0.851519472227839,0.6815,0.8529
SUPT7L,0.9143541985392505,0.9441296972842536,0.9105,0.9473
SLC4A1AP,0.8372228207187223,0.694032957544766,0.8416,0.6929
MRPL33,0.2589309053141852,0.5586169025003735,0.2655,0.5607
RBKS,0.4465977313908457,0.4779862448173994,0.4588,0.4785
BRE,0.5629777815734783,0.046707366262526334,0.5598,0.0463
FOSL2,0.18921241597924243,0.08183989686871253,0.1856,0.0796
PLB1,0.25555047970822875,0.9050091828969328,0.2543,0.903
PPP1CB,0.7132757043625073,0.3686799647585809,0.7155,0.3606
SPDYA,0.9780677938043795,0.7683972983153847,0.9788,0.7682
TRMT61B,0.7096779088505484,0.20131067758514776,0.7132,0.1924
WDR43,0.017272935642699855,0.330307934252579,0.0141,0.3305
FAM179A,0.8156524205022796,0.4727757740708328,0.8244,0.5118
C2orf71,0.9983023349055967,0.07105302196616248,0.9986,0.0496
CLIP4,0.8695501196132989,0.02205459305685136,0.872,0.0239
YPEL5,0.18354979950768918,0.37912470720958436,0.181,0.3769
LBH,0.29726180483503517,0.6401909653748556,0.3036,0.6317
LCLAT1,0.1999598272832618,0.8577915326026215,0.2082,0.8601
CAPN13,0.0009115121927995614,0.14852410624217316,0.001,0.132
GALNT14,0.44069233164097044,0.4789360188783749,0.4475,0.4854
EHD3,0.7963767268203915,0.05962334964351814,0.7972,0.0661
XDH,0.3131161452635956,0.002129763698800854,0.311,0.0025
DPY30,0.19982059363309052,0.8803330825512276,0.1993,0.874
SPAST,0.6257717391318418,0.4265912040072014,0.6212,0.4258
SLC30A6,0.4664477700165973,0.6254175277345828,0.4703,0.6235
NLRC4,0.26801435759578435,0.2306706419731816,0.2798,0.2217
YIPF4,0.9909310257065604,0.6384163558914466,0.991,0.6365
BIRC6,0.7661559942144299,0.3718874933601545,0.7742,0.3634
TTC27,0.5670939157483219,0.13319166227849605,0.5783,0.1368
LTBP1,0.3007662683831986,0.8054849877987035,0.2993,0.8022
RASGRP3,0.18296607129262832,0.800643393250701,0.1859,0.838
FAM98A,0.5208539240757494,0.913220347720148,0.5173,0.9123
LOC100288911,0.22594824792121407,0.01131171398440339,0.2283,0.0103
CRIM1,0.9669872659505973,0.004480292381589051,0.9684,0.0045
